imgs,k2,k3,k4,k5,k6,k7,k8,caption,palette
161731116_1444231599242235_1411984295663233880_n.jpg,2,2,2,2,2,2,2,@heyazk,"[[0.999442994594574, 0.99933922290802, 0.9989901781082153], [0.11131846904754639, 0.10961800813674927, 0.10759830474853516], [0.9569354057312012, 0.5430468320846558, 0.27615469694137573], [0.44808945059776306, 0.2980937659740448, 0.34668827056884766], [0.7413370609283447, 0.5392799377441406, 0.6792298555374146]]"
161756765_518483256216693_7550051199076710875_n.jpg,1,1,1,1,1,1,1,@grey___garden,"[[0.8970122337341309, 0.8789294958114624, 0.7749653458595276], [0.9959630966186523, 0.9958922863006592, 0.9952592253684998], [0.20026510953903198, 0.1881696581840515, 0.14715534448623657], [0.948982298374176, 0.9349400997161865, 0.8475633263587952], [0.716179370880127, 0.6796941757202148, 0.5564160346984863]]"
161336839_2894843764129142_7957277968969865068_n.jpg,1,1,1,4,4,5,5,@anarchynewyork,"[[0.9967476725578308, 0.9967588186264038, 0.9963722229003906], [0.07109558582305908, 0.07151782512664795, 0.07163292169570923], [0.26774707436561584, 0.44792652130126953, 0.4800022840499878], [0.720016360282898, 0.5158557295799255, 0.4636664390563965], [0.3759538531303406, 0.32161152362823486, 0.2648064196109772]]"
161770991_152348783336525_6557729631377656099_n.jpg,1,3,4,5,5,6,7,@hellgate.la,"[[0.9962800145149231, 0.9958242177963257, 0.9970240592956543], [0.09558713436126709, 0.09431523084640503, 0.10817000269889832], [0.4170328974723816, 0.410735547542572, 0.6997770667076111], [0.7512660622596741, 0.7490467429161072, 0.8387471437454224], [0.24392187595367432, 0.2392566204071045, 0.38103824853897095]]"
161781719_1817984711702859_5755951832044032114_n.jpg,2,2,2,2,2,2,2,@demonitesbrand,"[[0.9966453909873962, 0.9969662427902222, 0.9965994954109192], [0.08969992399215698, 0.08894741535186768, 0.08845728635787964], [0.6232435703277588, 0.40306007862091064, 0.38473546504974365], [0.16440752148628235, 0.1616525650024414, 0.16093435883522034], [0.7401559948921204, 0.7245538234710693, 0.7183013558387756]]"
161417854_3651306068251705_7132477986510813027_n.jpg,1,3,3,3,3,3,3,@sanemind___,"[[0.28403934836387634, 0.3291931748390198, 0.4553438723087311], [0.9982033967971802, 0.9983680248260498, 0.9980698823928833], [0.6871888041496277, 0.6820942163467407, 0.6936824917793274], [0.20378100872039795, 0.23317402601242065, 0.36746492981910706], [0.3679475784301758, 0.4166163504123688, 0.534788966178894]]"
160359668_429028341658810_571426030022064626_n.jpg,2,2,2,2,2,2,2,@bse9000000,"[[0.42246055603027344, 0.42604267597198486, 0.48882073163986206], [0.9988954663276672, 0.9990799427032471, 0.9989429116249084], [0.45504531264305115, 0.2576168179512024, 0.2671164870262146], [0.5391380786895752, 0.5497798919677734, 0.6316620111465454], [0.33535119891166687, 0.19251739978790283, 0.20121508836746216]]"
160304677_719488275392195_4170863512406215315_n.jpg,2,2,2,2,2,2,2,@erl__________,"[[0.9969024658203125, 0.9966368675231934, 0.9965274333953857], [0.6201339960098267, 0.5654626488685608, 0.5997762680053711], [0.8331461548805237, 0.4697006344795227, 0.3427730202674866], [0.8829551935195923, 0.630832314491272, 0.6078785061836243], [0.49450185894966125, 0.3815774619579315, 0.3913547694683075]]"
159963739_445570253344753_3019100132693354506_n.jpg,1,3,3,3,3,3,3,@supremenewyork x @hystericglamour_official,"[[0.9919416904449463, 0.9919803142547607, 0.9949237108230591], [0.1755884885787964, 0.1672757863998413, 0.19100689888000488], [0.4666542112827301, 0.4748770594596863, 0.5381641983985901], [0.6450105905532837, 0.6544987559318542, 0.7173313498497009], [0.3057347536087036, 0.30539625883102417, 0.3513278067111969]]"
159935041_1364616007226988_9159414198347776349_n.jpg,1,3,4,5,5,6,6,@creerapparel.co,"[[0.8032914400100708, 0.8373111486434937, 0.843559741973877], [0.9965320825576782, 0.9963672161102295, 0.9961934089660645], [0.5732637643814087, 0.6550965309143066, 0.6940426826477051], [0.30541175603866577, 0.3953680396080017, 0.4311756193637848], [0.7044072151184082, 0.7585875391960144, 0.7781148552894592]]"
159499350_489584002062668_3343074429234388708_n.jpg,1,3,3,3,3,3,3,@badson.us,"[[0.9508508443832397, 0.9508651494979858, 0.9507063031196594], [0.183391273021698, 0.1834816336631775, 0.18743103742599487], [0.6118165254592896, 0.6145675778388977, 0.6011539101600647], [0.050293922424316406, 0.050359904766082764, 0.05856800079345703], [0.12360009551048279, 0.12363007664680481, 0.12875288724899292]]"
160352419_449902296258732_8174932243802995735_n.jpg,2,2,2,2,2,2,2,@cignature.us,"[[0.9957184791564941, 0.9947280883789062, 0.9957845211029053], [0.3364221751689911, 0.21136659383773804, 0.3406125009059906], [0.7525598406791687, 0.5491277575492859, 0.7257654070854187], [0.1308293342590332, 0.0944288969039917, 0.14796918630599976], [0.5720477104187012, 0.3265899419784546, 0.5267173051834106]]"
159459245_490099295485888_440135942657931623_n.jpg,1,3,3,3,3,3,3,@siluimade,"[[0.687833845615387, 0.6487703323364258, 0.6091114282608032], [0.9990684390068054, 0.9990267753601074, 0.9987600445747375], [0.052612125873565674, 0.05060923099517822, 0.05598163604736328], [0.4192420244216919, 0.3645804822444916, 0.48123493790626526], [0.8400476574897766, 0.7835020422935486, 0.7094097137451172]]"
159194863_3796469553772694_4698601640689763723_n.jpg,1,1,1,1,1,1,1,@alamort.us,"[[0.6064398288726807, 0.5740030407905579, 0.5637439489364624], [0.9989202618598938, 0.9985932111740112, 0.9984699487686157], [0.3865983784198761, 0.362463116645813, 0.3727755546569824], [0.803155243396759, 0.7667111158370972, 0.7581225037574768], [0.14558875560760498, 0.12695473432540894, 0.1321505904197693]]"
159977325_260131759043974_1916364136241965721_n.jpg,1,3,3,3,3,3,3,@abime_official,"[[0.9951711893081665, 0.9948956966400146, 0.9951296448707581], [0.2340443730354309, 0.2102745771408081, 0.2074739933013916], [0.68966144323349, 0.676845133304596, 0.6952002048492432], [0.10614991188049316, 0.10338297486305237, 0.10215860605239868], [0.31896454095840454, 0.41987764835357666, 0.5238484740257263]]"
159278853_133828058656962_1775924060914226970_n.jpg,1,3,4,5,5,6,7,@everywhereandnowhe.re,"[[0.9954430460929871, 0.9954229593276978, 0.9957588911056519], [0.13941729068756104, 0.13154447078704834, 0.3079562783241272], [0.9228759407997131, 0.9163967370986938, 0.9590265154838562], [0.806882381439209, 0.8003905415534973, 0.8546828031539917], [0.4817945063114166, 0.472992479801178, 0.6562650203704834]]"
159041796_2852883068315303_8422336299563816036_n.jpg,1,1,1,1,1,1,1,@unapologetic_youth,"[[0.9954811930656433, 0.9956467151641846, 0.9952374696731567], [0.09208273887634277, 0.09549421072006226, 0.0839647650718689], [0.8575072288513184, 0.8471150994300842, 0.7974181175231934], [0.1408020555973053, 0.1428847312927246, 0.13238081336021423], [0.49040189385414124, 0.4861376881599426, 0.46267053484916687]]"
158926623_359941005131627_4306318972357590293_n.jpg,1,3,3,3,3,3,3,@anothherday,"[[0.9982182383537292, 0.9983091354370117, 0.9980988502502441], [0.04495269060134888, 0.042994141578674316, 0.044024765491485596], [0.07635855674743652, 0.4215913414955139, 0.7048205137252808], [0.5672799348831177, 0.5782479047775269, 0.5855566263198853], [0.11339381337165833, 0.11378398537635803, 0.11789566278457642]]"
159492537_285319039889230_2743489929737817442_n.jpg,1,1,1,1,1,1,1,Undercover FW17 via @mankind_archive,"[[0.9985649585723877, 0.9983966946601868, 0.997803807258606], [0.3589637279510498, 0.33210161328315735, 0.2746017575263977], [0.6324896216392517, 0.5658824443817139, 0.4381452202796936], [0.11038720607757568, 0.102527916431427, 0.09696584939956665], [0.8009201884269714, 0.7527715563774109, 0.6584410667419434]]"
159538072_517476642980279_8953175173937979130_n.jpg,1,1,1,1,1,1,1,@unrequitedcollection,"[[0.09099096059799194, 0.08811306953430176, 0.09438532590866089], [0.9939914345741272, 0.9919919371604919, 0.99334317445755], [0.773818850517273, 0.686397910118103, 0.737964391708374], [0.46659427881240845, 0.39606302976608276, 0.4383694529533386], [0.14840751886367798, 0.14140325784683228, 0.15352725982666016]]"
158576178_1098723123980620_444850585882990158_n.jpg,1,3,3,3,3,3,3,@ineverheardofyoubefore,"[[0.998887836933136, 0.9988995790481567, 0.9988686442375183], [0.14339607954025269, 0.14369696378707886, 0.14446499943733215], [0.435783326625824, 0.4451916217803955, 0.45983192324638367], [0.08009710907936096, 0.08016538619995117, 0.08042114973068237], [0.767756462097168, 0.7784030437469482, 0.7853002548217773]]"
158583760_744804596474202_6468865034563930328_n.jpg,1,3,4,5,5,6,6,@amadafeto,"[[0.3578276038169861, 0.5455836057662964, 0.8423399329185486], [0.997359037399292, 0.998421311378479, 0.9985483884811401], [0.09745669364929199, 0.19934386014938354, 0.3338211178779602], [0.07526969909667969, 0.412450909614563, 0.83054518699646], [0.5412842631340027, 0.6935184001922607, 0.9143131971359253]]"
158788171_277931987080189_8809797009949982229_n.jpg,1,3,4,5,5,6,7,@cologeworldwide,"[[0.4569866955280304, 0.4548426568508148, 0.7057570219039917], [0.9993078708648682, 0.9991665482521057, 0.9989074468612671], [0.3114413619041443, 0.30359315872192383, 0.36666640639305115], [0.24757564067840576, 0.2440636157989502, 0.27536046504974365], [0.36781108379364014, 0.35738325119018555, 0.49294108152389526]]"
158151496_449736096357750_3768028272813194972_n.jpg,1,3,3,3,3,3,3,@fameaddiction,"[[0.07285785675048828, 0.07209563255310059, 0.08247846364974976], [0.9993219375610352, 0.999294638633728, 0.9993388652801514], [0.4480723738670349, 0.44793397188186646, 0.4527311623096466], [0.6489915251731873, 0.6489489674568176, 0.6512331366539001], [0.23686251044273376, 0.23658007383346558, 0.24297446012496948]]"
158333029_915098322583491_2202992208036885324_n.jpg,1,1,1,1,1,1,1,@exitusonline,"[[0.7887297868728638, 0.7744131088256836, 0.74001544713974], [0.475043922662735, 0.360969603061676, 0.19629311561584473], [0.9993305802345276, 0.9993579387664795, 0.9991506338119507], [0.8517362475395203, 0.8807107210159302, 0.8935024738311768], [0.37733498215675354, 0.2653682231903076, 0.08668839931488037]]"
158344019_192528659316562_394519119329325913_n.jpg,2,2,2,2,2,2,2,@nitenshii,"[[0.9955105781555176, 0.9953770041465759, 0.9951382875442505], [0.08481079339981079, 0.08465129137039185, 0.10010695457458496], [0.75713050365448, 0.733078122138977, 0.7213159203529358], [0.8856099843978882, 0.8621565103530884, 0.8459957838058472], [0.45609891414642334, 0.27852165699005127, 0.2870057225227356]]"
159257867_357873188981036_1664891952823571926_n.jpg,1,1,1,1,1,1,1,@2timestoo_,"[[0.9952777028083801, 0.9960135817527771, 0.9958627223968506], [0.7086175680160522, 0.711001992225647, 0.7019954919815063], [0.1756218671798706, 0.30084168910980225, 0.28494274616241455], [0.5931898951530457, 0.6019212007522583, 0.5924346446990967], [0.7937141060829163, 0.7981805205345154, 0.7910782098770142]]"
157676485_270173397961482_763470216475307255_n.jpg,1,3,3,3,3,3,3,@concept_nothing_gallery,"[[0.8708520531654358, 0.8718583583831787, 0.8821394443511963], [0.02842777967453003, 0.030282795429229736, 0.036677658557891846], [0.6269088983535767, 0.6332330107688904, 0.6494547128677368], [0.29981091618537903, 0.3063896894454956, 0.3228614628314972], [0.9950485229492188, 0.9945887327194214, 0.9953068494796753]]"
157676567_448035663311995_2183887561943042510_n.jpg,1,3,3,3,3,3,3,Nine upcycled denim jeans in one jacket by @jamthie showing the worldwide low proportions between ice and water.,"[[0.9974650144577026, 0.997340977191925, 0.9968841671943665], [0.25618159770965576, 0.261677622795105, 0.2775498032569885], [0.44880977272987366, 0.4516102373600006, 0.45826753973960876], [0.6862289905548096, 0.683512806892395, 0.6803280711174011], [0.11748462915420532, 0.11272978782653809, 0.11615824699401855]]"
158128710_439672277286687_3835501394459820574_n.jpg,1,1,1,1,1,1,1,@dangernewyork x @in6wetrust_,"[[0.9951850175857544, 0.9947398900985718, 0.9941932559013367], [0.06950902938842773, 0.07234668731689453, 0.054728925228118896], [0.61272794008255, 0.5475357174873352, 0.4765218198299408], [0.8607296943664551, 0.8587236404418945, 0.8415729999542236], [0.26145386695861816, 0.25356680154800415, 0.23573803901672363]]"
157661010_862258597958322_6402572866599777114_n.jpg,1,3,4,5,5,6,6,"My top 10 best posts over the past two years 🤞
thank you all for following , means a lot

1. @ashtonalyx 
2. @rclmd.la 
3. @liselaboratory
4. @defective_garments 
5. @anappendage
6. @cactusplantfleamarket 
7. @eytys 
8. #onegonyc 
9. @arsonstudio 
10. @kapitalglobal","[[0.999086320400238, 0.998857855796814, 0.9988601207733154], [0.10930347442626953, 0.10940670967102051, 0.11046236753463745], [0.4123884439468384, 0.4637557864189148, 0.4466242790222168], [0.2322741448879242, 0.25195497274398804, 0.2728484570980072], [0.8041829466819763, 0.6515780091285706, 0.29162636399269104]]"
157109200_470813474052242_6995077835385053148_n.jpg,1,3,3,3,3,3,3,@adepthclothing,"[[0.9950979948043823, 0.9950979948043823, 0.9950979948043823], [0.07970961928367615, 0.07970961928367615, 0.07970961928367615], [0.42101168632507324, 0.42101168632507324, 0.42101168632507324], [0.26244765520095825, 0.26244765520095825, 0.26244765520095825], [0.7192352414131165, 0.7192352414131165, 0.7192352414131165]]"
157776628_183918909900615_8586144016864674216_n.jpg,1,3,3,3,3,3,3,Undercover aw09 via @rebelgodstore,"[[0.9972294569015503, 0.9977461099624634, 0.9977622032165527], [0.06217947602272034, 0.07574978470802307, 0.09937870502471924], [0.27713242173194885, 0.293414831161499, 0.3167603015899658], [0.39664313197135925, 0.4142935276031494, 0.43299248814582825], [0.16864478588104248, 0.18431240320205688, 0.21025675535202026]]"
156958676_924412388392756_2353117788217188888_n.jpg,1,3,3,3,3,3,3,@momformal,"[[0.37973669171333313, 0.38378050923347473, 0.4311225116252899], [0.9948123693466187, 0.994827389717102, 0.9950119256973267], [0.6273000836372375, 0.6359884738922119, 0.6899127960205078], [0.22440111637115479, 0.22107142210006714, 0.2392216920852661], [0.5074726939201355, 0.5147713422775269, 0.5702770948410034]]"
156856632_446346473340635_3755474428313409842_n.jpg,2,2,2,2,2,2,2,@cashcult,"[[0.8611704111099243, 0.86076819896698, 0.8597935438156128], [0.9957653880119324, 0.9957384467124939, 0.9958178997039795], [0.47379425168037415, 0.34154969453811646, 0.30089443922042847], [0.801284670829773, 0.7986945509910583, 0.7930663824081421], [0.6726198196411133, 0.5886688828468323, 0.5313514471054077]]"
156345505_260383239075092_5669611592230914223_n.jpg,1,3,3,3,3,3,3,@ardor.fatigue,"[[0.9993356466293335, 0.9994380474090576, 0.9993084669113159], [0.04978656768798828, 0.05750167369842529, 0.08647406101226807], [0.5191313028335571, 0.5211895108222961, 0.544955849647522], [0.28150367736816406, 0.2651163339614868, 0.28768837451934814], [0.7450076341629028, 0.7511507272720337, 0.7786778211593628]]"
156207582_763806067891398_8183543543249038027_n.jpg,1,1,1,4,4,5,5,@uthfulpuppy,"[[0.9995051622390747, 0.9996063709259033, 0.9995659589767456], [0.06502002477645874, 0.07924389839172363, 0.0834912657737732], [0.503372073173523, 0.5686643719673157, 0.5101549625396729], [0.7369036078453064, 0.7939153909683228, 0.7253495454788208], [0.2732328474521637, 0.31670063734054565, 0.28961172699928284]]"
156328915_799972040898439_8384532267033107648_n.jpg,1,1,1,1,1,1,1,@garmgoblin,"[[0.9949302673339844, 0.9946680665016174, 0.9912630319595337], [0.32485872507095337, 0.31834694743156433, 0.2908211946487427], [0.7996686697006226, 0.7475208044052124, 0.6696842312812805], [0.19672703742980957, 0.19603222608566284, 0.1790425181388855], [0.5547396540641785, 0.4820810556411743, 0.4213513731956482]]"
157237493_523080548661174_8717343234939404634_n.jpg,1,3,4,5,5,6,6,@infinitepieces_,"[[0.0660366415977478, 0.08380335569381714, 0.18859723210334778], [0.9985777735710144, 0.9986829161643982, 0.9990620613098145], [0.851078987121582, 0.7823765277862549, 0.4373672902584076], [0.5812253355979919, 0.7254964709281921, 0.8612905740737915], [0.13703209161758423, 0.16619431972503662, 0.2783950865268707]]"
156350738_451811626027688_6802055593329432860_n.jpg,1,1,1,1,1,1,1,Stone Island,"[[0.3344287574291229, 0.3293854892253876, 0.26402589678764343], [0.9956053495407104, 0.9954345226287842, 0.9953399300575256], [0.4753715395927429, 0.47170108556747437, 0.4120059311389923], [0.7338917851448059, 0.7329599261283875, 0.6642990112304688], [0.6000236868858337, 0.5979906320571899, 0.5361723303794861]]"
156020291_184210950172358_613473641218490725_n.jpg,1,1,1,4,4,5,5,@lab.carty,"[[0.9956977367401123, 0.9962218403816223, 0.9934844970703125], [0.05259573459625244, 0.09607541561126709, 0.1402977705001831], [0.6210732460021973, 0.708408772945404, 0.7268669605255127], [0.3963945806026459, 0.49955129623413086, 0.5096175074577332], [0.18150365352630615, 0.2714965045452118, 0.32039588689804077]]"
156565358_797942187470531_7917898712400417929_n.jpg,1,1,1,1,1,1,1,@levagabondny,"[[0.9988563060760498, 0.9987084865570068, 0.9981122016906738], [0.25356942415237427, 0.24398910999298096, 0.1701967716217041], [0.1484493911266327, 0.147049218416214, 0.09910270571708679], [0.35856035351753235, 0.35385560989379883, 0.2615866959095001], [0.7314075231552124, 0.7166928052902222, 0.6560275554656982]]"
155827757_219076416594905_570629760027659082_n.jpg,2,2,2,2,2,4,4,@unrequitedcollection,"[[0.994314432144165, 0.9940128922462463, 0.9939454197883606], [0.08860945701599121, 0.08800250291824341, 0.09122347831726074], [0.4990503787994385, 0.423393577337265, 0.43258148431777954], [0.7673419117927551, 0.7417140603065491, 0.7455483675003052], [0.5029091835021973, 0.07910934090614319, 0.11937659978866577]]"
