imgs,k2,k3,k4,k5,k6,k7,k8,caption,palette
134144066_321799032328177_4307330977434514173_n.jpg,1,3,3,3,3,3,3,@rx_official,"[[0.05494499206542969, 0.05075722932815552, 0.0637621283531189], [0.9970834255218506, 0.9958616495132446, 0.9950423240661621], [0.14033931493759155, 0.13457319140434265, 0.15538927912712097], [0.6509572863578796, 0.556074857711792, 0.5653293132781982], [0.23486876487731934, 0.21931621432304382, 0.24018728733062744]]"
133725320_149604086921378_7655643656273062162_n.jpg,2,2,2,2,6,7,8,Playboi Carti x Cactus Plant Flea Market,"[[0.9956954121589661, 0.9956702589988708, 0.9955555200576782], [0.09690240025520325, 0.09183448553085327, 0.09013605117797852], [0.8314563035964966, 0.030924946069717407, 0.027079999446868896], [0.31514525413513184, 0.5384699702262878, 0.36374950408935547], [0.5018764138221741, 0.08206138014793396, 0.06664538383483887]]"
133549235_146399780593179_5211342350609609132_n.jpg,1,1,1,4,4,5,5,@saintmour,"[[0.6466270685195923, 0.8416553735733032, 0.6254177689552307], [0.9917091727256775, 0.9928703904151917, 0.9920545816421509], [0.04824298620223999, 0.10343891382217407, 0.09254193305969238], [0.4040588438510895, 0.6177764534950256, 0.46183574199676514], [0.1949670910835266, 0.3461349904537201, 0.26697227358818054]]"
134188992_117130390248467_8196874381491988430_n.jpg,2,2,2,2,2,2,2,@spiritworldfalling,"[[0.9978921413421631, 0.9979848861694336, 0.9984828233718872], [0.4453314542770386, 0.4958338141441345, 0.538476824760437], [0.3161202371120453, 0.18471306562423706, 0.21034717559814453], [0.02767181396484375, 0.03676074743270874, 0.04638361930847168], [0.5885221362113953, 0.6493515968322754, 0.6881585121154785]]"
133758315_864697070999317_4442168406278063563_n.jpg,1,1,1,1,1,1,1,@realm.us,"[[0.10001403093338013, 0.10177084803581238, 0.09993380308151245], [0.9986202716827393, 0.9986468553543091, 0.9982557892799377], [0.44679051637649536, 0.3842323422431946, 0.3289755582809448], [0.2654081881046295, 0.24980303645133972, 0.23416996002197266], [0.6365822553634644, 0.5752187967300415, 0.5068674087524414]]"
133930811_802659393623227_2492918517083206897_n.jpg,1,1,1,4,4,5,5,@robboyd_ ss19,"[[0.996343731880188, 0.9965839982032776, 0.9921780824661255], [0.43577173352241516, 0.6367397904396057, 0.39372575283050537], [0.21301639080047607, 0.3217238783836365, 0.12604478001594543], [0.716930627822876, 0.7643162608146667, 0.6410157680511475], [0.3190572261810303, 0.49088239669799805, 0.2586669921875]]"
133693550_3652903918100951_6547640622450898389_n.jpg,1,3,3,3,3,3,3,Stussy 40th anniversary jacket via @mksarchive,"[[0.1718803346157074, 0.1665160059928894, 0.17757052183151245], [0.9980008006095886, 0.9975858330726624, 0.9973461627960205], [0.2916615903377533, 0.29323726892471313, 0.3096592128276825], [0.5917462110519409, 0.5446079969406128, 0.5100317597389221], [0.08767914772033691, 0.087380051612854, 0.09591686725616455]]"
133486040_180287357127692_2032337283306061710_n.jpg,1,3,3,3,3,3,3,Mercibeaucoup via @con.tumacy,"[[0.2875022888183594, 0.3022521734237671, 0.35678985714912415], [0.9982118010520935, 0.9983425736427307, 0.9984035491943359], [0.18541833758354187, 0.198056161403656, 0.24651741981506348], [0.09116804599761963, 0.10448020696640015, 0.15211379528045654], [0.47717130184173584, 0.4900256395339966, 0.5361177921295166]]"
132696088_153298329579236_5421721735170951054_n.jpg,1,3,3,3,3,3,3,Number (N)ine 2005,"[[0.9981064200401306, 0.9979574680328369, 0.9980199337005615], [0.14660662412643433, 0.14586970210075378, 0.1719435751438141], [0.38366270065307617, 0.3870137333869934, 0.4157325029373169], [0.2144032120704651, 0.22040539979934692, 0.24377158284187317], [0.08635145425796509, 0.08509862422943115, 0.11227354407310486]]"
132911166_154356342790632_6628753495013544716_n.jpg,1,1,1,1,1,1,1,@starrmoet,"[[0.9647312760353088, 0.964759111404419, 0.9651507139205933], [0.9014844298362732, 0.9117720723152161, 0.9473078846931458], [0.8124886155128479, 0.8114802241325378, 0.8204023241996765], [0.9194996356964111, 0.9309686422348022, 0.9579753875732422], [0.8739956617355347, 0.8837134838104248, 0.9200888872146606]]"
133008515_156455172529385_7137458520375430467_n.jpg,1,1,1,1,1,1,1,@fuckkyourfit,"[[0.6629152297973633, 0.6005896329879761, 0.5478711128234863], [0.9994497299194336, 0.9991726279258728, 0.9990149140357971], [0.3214036822319031, 0.27230554819107056, 0.25533199310302734], [0.5607560873031616, 0.5037208199501038, 0.4592481851577759], [0.17564421892166138, 0.12916630506515503, 0.10560065507888794]]"
133059416_2799602843690667_7393023123113321147_n.jpg,1,1,1,1,1,1,1,Cav Empt via @noentrystore,"[[0.9981065988540649, 0.9975775480270386, 0.996960461139679], [0.07933735847473145, 0.08417612314224243, 0.06858974695205688], [0.7318085432052612, 0.7025708556175232, 0.6833219528198242], [0.1470843255519867, 0.14895543456077576, 0.13190209865570068], [0.4717813730239868, 0.37783509492874146, 0.36413830518722534]]"
133077422_189365189568495_1581579405077485563_n.jpg,2,2,2,2,2,4,4,@fuckurbrand Giveaway + Hoodie Dropping Soon,"[[0.0997883677482605, 0.09689295291900635, 0.10142433643341064], [0.9974722862243652, 0.9975664615631104, 0.997657299041748], [0.9651039838790894, 0.1515490710735321, 0.0225541889667511], [0.17144793272018433, 0.1547023057937622, 0.16328942775726318], [0.5809445381164551, 0.5801992416381836, 0.584625780582428]]"
132831581_114509067163929_4866088195109028692_n.jpg,1,3,3,3,3,3,3,@palettexstudios,"[[0.9948701858520508, 0.9948701858520508, 0.9948701858520508], [0.07030707597732544, 0.07030707597732544, 0.07030707597732544], [0.41585785150527954, 0.41585785150527954, 0.41585785150527954], [0.6688064336776733, 0.6688064336776733, 0.6688064336776733], [0.2233138084411621, 0.2233138084411621, 0.2233138084411621]]"
133722196_828180404628415_241165094461177608_n.jpg,1,3,3,3,3,3,3,@superfdup,"[[0.9986250400543213, 0.9981415867805481, 0.9984174966812134], [0.2770059406757355, 0.3235703706741333, 0.3849089443683624], [0.11882680654525757, 0.12459003925323486, 0.1590079665184021], [0.7733947038650513, 0.7609729170799255, 0.7849714159965515], [0.5537086725234985, 0.4735598862171173, 0.4596492350101471]]"
132633921_243126630572336_963409752148324153_n.jpg,2,2,2,2,2,4,4,Undercover 2019,"[[0.9978322982788086, 0.9974647760391235, 0.9970508813858032], [0.11287897825241089, 0.11292853951454163, 0.1442076861858368], [0.6134320497512817, 0.0917828381061554, 0.1470901370048523], [0.16900932788848877, 0.17018139362335205, 0.2033456265926361], [0.6817237138748169, 0.6151362657546997, 0.6223485469818115]]"
132746258_840240589855988_409471666246039142_n.jpg,1,1,1,4,4,5,5,@hardlifesimplemath,"[[0.998611569404602, 0.998173713684082, 0.9963611364364624], [0.11253637075424194, 0.10367703437805176, 0.09616756439208984], [0.29972171783447266, 0.49656012654304504, 0.6598110198974609], [0.6488648653030396, 0.7045911550521851, 0.7312532663345337], [0.9065831303596497, 0.8693453669548035, 0.8092237114906311]]"
132562327_109923450994677_6752466026805362962_n.jpg,1,3,3,3,3,3,3,@detachedldn,"[[0.13427290320396423, 0.12616035342216492, 0.1352267563343048], [0.9986166954040527, 0.998483419418335, 0.9987119436264038], [0.05491325259208679, 0.051169127225875854, 0.06827488541603088], [0.6025984883308411, 0.6030434966087341, 0.6426475644111633], [0.2740685045719147, 0.263443261384964, 0.27362990379333496]]"
132090331_396048954836643_385184107502681727_n.jpg,1,1,1,1,1,1,1,Arc’teryx LEAF Jacket by @warrenlotas,"[[0.998176634311676, 0.9979400038719177, 0.9970165491104126], [0.5303778648376465, 0.45764562487602234, 0.34180748462677], [0.15471434593200684, 0.10906141996383667, 0.06835967302322388], [0.6905766129493713, 0.5995346307754517, 0.469127893447876], [0.37015435099601746, 0.3011421263217926, 0.20452916622161865]]"
132210499_150277856878989_7292664874649613795_n.jpg,1,3,3,3,3,3,3,@constructedgarments,"[[0.9922885894775391, 0.9926562309265137, 0.9923809766769409], [0.22158965468406677, 0.217268168926239, 0.23114097118377686], [0.4546937048435211, 0.4359552562236786, 0.43816250562667847], [0.07115095853805542, 0.07399535179138184, 0.08834248781204224], [0.7038297653198242, 0.6974002718925476, 0.6862789392471313]]"
132210499_1133435497085698_2759394065535840421_n.jpg,1,3,3,3,3,3,3,@paranoia.wrld,"[[0.9986234903335571, 0.9986234903335571, 0.9986234903335571], [0.08466982841491699, 0.08466982841491699, 0.08466982841491699], [0.27135077118873596, 0.27135077118873596, 0.27135077118873596], [0.051458537578582764, 0.051458537578582764, 0.051458537578582764], [0.6584998369216919, 0.6584998369216919, 0.6584998369216919]]"
132656310_257406499073020_7303595456375489974_n.jpg,1,3,3,3,3,3,3,@racerworldwide,"[[0.9434660077095032, 0.9398725032806396, 0.9460991621017456], [0.12061083316802979, 0.11312258243560791, 0.12465053796768188], [0.8981000781059265, 0.8976293802261353, 0.8981190323829651], [0.3517991900444031, 0.34405070543289185, 0.35765713453292847], [0.6390247344970703, 0.6325899362564087, 0.6425591111183167]]"
132004675_1125286071261631_1224868114917278309_n.jpg,1,3,3,3,3,3,3,@b15studios,"[[0.05601358413696289, 0.056501924991607666, 0.06218177080154419], [0.9983820915222168, 0.9985846281051636, 0.9987229704856873], [0.43605390191078186, 0.44364601373672485, 0.4479658603668213], [0.10803341865539551, 0.10857701301574707, 0.11237433552742004], [0.7566401958465576, 0.7647890448570251, 0.7690034508705139]]"
131561304_875780606515792_1657787144380530984_n.jpg,1,1,1,1,1,1,1,@alamort.us,"[[0.5977528095245361, 0.5653353333473206, 0.5554004311561584], [0.9988343715667725, 0.9986531734466553, 0.9984622001647949], [0.7982613444328308, 0.7610405683517456, 0.7517380714416504], [0.38072827458381653, 0.3566369414329529, 0.3675263226032257], [0.1355108618736267, 0.11798906326293945, 0.12268072366714478]]"
132644729_719502562326415_4923141606882600548_n.jpg,1,3,3,3,3,3,3,@kildfol,"[[0.10057032108306885, 0.09795045852661133, 0.11101281642913818], [0.9907048344612122, 0.9903963804244995, 0.99067223072052], [0.7383119463920593, 0.727369487285614, 0.7295323610305786], [0.46789783239364624, 0.45984622836112976, 0.46956387162208557], [0.8258619904518127, 0.821635901927948, 0.8429199457168579]]"
132412289_906057283265541_1490365761707287118_n.jpg,2,2,2,2,2,2,2,Louis Vuitton,"[[0.13842931389808655, 0.13626259565353394, 0.2518058717250824], [0.9980546236038208, 0.9979902505874634, 0.9975577592849731], [0.564517617225647, 0.4817221164703369, 0.48440665006637573], [0.356359601020813, 0.27787771821022034, 0.30438098311424255], [0.7589686512947083, 0.6940864324569702, 0.6860177516937256]]"
131917936_3546159918807192_257970333517787738_n.jpg,1,3,4,5,5,6,7,@tdc.society,"[[0.999187707901001, 0.9991987943649292, 0.9990276098251343], [0.17726725339889526, 0.19475224614143372, 0.23819467425346375], [0.2757045328617096, 0.2942154109477997, 0.34411075711250305], [0.05999177694320679, 0.07424026727676392, 0.10503464937210083], [0.4806223213672638, 0.5311327576637268, 0.6551337242126465]]"
131349135_217426166515257_5209686794837864835_n.jpg,1,3,4,5,5,6,7,@__baptizedinhell__ 800g Zip-Hoodie,"[[0.6792213916778564, 0.5851633548736572, 0.8451505899429321], [0.9979510307312012, 0.9968213438987732, 0.9984319806098938], [0.13596856594085693, 0.08542269468307495, 0.21418124437332153], [0.6052367687225342, 0.5068117380142212, 0.7368493676185608], [0.4632725417613983, 0.37314727902412415, 0.5712141990661621]]"
131978970_827453901431467_1913024114759018081_n.jpg,1,3,3,3,3,3,3,@castingshadowsonline,"[[0.9994897842407227, 0.9995450973510742, 0.9996055364608765], [0.03877228498458862, 0.04586070775985718, 0.065879225730896], [0.3736943006515503, 0.40609338879585266, 0.46676117181777954], [0.6767525672912598, 0.6940352320671082, 0.7174931168556213], [0.1675596833229065, 0.19141045212745667, 0.22666269540786743]]"
132129385_114639487142925_3163367704850560793_n.jpg,2,2,2,2,2,4,4,@trezocorp,"[[0.9914713501930237, 0.9955039620399475, 0.9992885589599609], [0.13526785373687744, 0.09932386875152588, 0.11690545082092285], [0.9117406010627747, 0.4995388984680176, 0.3510866165161133], [0.6384469270706177, 0.3325648307800293, 0.2609403729438782], [0.37256523966789246, 0.2043755054473877, 0.18204665184020996]]"
131608709_751027582433439_2298745704624668069_n.jpg,1,3,3,3,3,3,3,@circleauthor,"[[0.9952765703201294, 0.9953634738922119, 0.995631754398346], [0.3089948892593384, 0.3324839770793915, 0.39422571659088135], [0.6331796646118164, 0.6461251378059387, 0.6692894697189331], [0.206464946269989, 0.2267494797706604, 0.2652212977409363], [0.2694237232208252, 0.29363465309143066, 0.34970706701278687]]"
131923459_150264479870449_8102636364112064161_n.jpg,1,3,3,3,3,3,3,@brigadeusa ⭐️,"[[0.07378634810447693, 0.07272449135780334, 0.08489775657653809], [0.9725899696350098, 0.9766241312026978, 0.9846518039703369], [0.298927903175354, 0.30030423402786255, 0.31315064430236816], [0.7738300561904907, 0.7773786783218384, 0.7918522357940674], [0.14313402771949768, 0.14231041073799133, 0.15397348999977112]]"
131940051_114154697212148_1982988902858519394_n.jpg,2,2,2,2,2,4,4,@ardor.fatigue,"[[0.9993176460266113, 0.9992667436599731, 0.9990304708480835], [0.0970047116279602, 0.08643558621406555, 0.10359025001525879], [0.6552481651306152, 0.15256625413894653, 0.1963377296924591], [0.3359317183494568, 0.11951810121536255, 0.1420433521270752], [0.7067102193832397, 0.6992093920707703, 0.6889353394508362]]"
125426406_2878190025799915_3982231580917574097_n.jpg,2,2,2,2,2,2,2,@bypass.co,"[[0.9981622695922852, 0.9981329441070557, 0.9981318712234497], [0.08835387229919434, 0.086131751537323, 0.08836692571640015], [0.6657841801643372, 0.441327840089798, 0.4702293872833252], [0.7658216953277588, 0.7560328245162964, 0.7593156099319458], [0.3430435359477997, 0.2916337251663208, 0.3005165457725525]]"
131941389_391320808855742_5641251895742879255_n.jpg,1,1,1,1,1,1,1,@yslframes,"[[0.8669760227203369, 0.7700051069259644, 0.6023107171058655], [0.9991139769554138, 0.9988248348236084, 0.9972865581512451], [0.5946874618530273, 0.4673647880554199, 0.3126816749572754], [0.786309003829956, 0.6767225861549377, 0.5104601979255676], [0.34291332960128784, 0.2484058141708374, 0.1251533031463623]]"
131980944_436553057717713_1591234211954154090_n.jpg,1,3,4,5,5,6,6,@menacelosangeles,"[[0.9933090209960938, 0.996834933757782, 0.9975802898406982], [0.04091283679008484, 0.29521438479423523, 0.6341171264648438], [0.029133230447769165, 0.08445999026298523, 0.1943420171737671], [0.5408471822738647, 0.6235160827636719, 0.73455810546875], [0.13635769486427307, 0.2628819942474365, 0.4409630596637726]]"
131620391_304678297537619_3308262350036777788_n.jpg,1,1,1,4,4,5,5,@demonitesbrand,"[[0.1771290898323059, 0.20220732688903809, 0.2032897174358368], [0.9964877367019653, 0.996414840221405, 0.9968017339706421], [0.10474318265914917, 0.11477780342102051, 0.11202698945999146], [0.2846784293651581, 0.5065191984176636, 0.44789740443229675], [0.554818868637085, 0.6982726454734802, 0.6718663573265076]]"
132011220_2686000278377682_8544146505602996875_n.jpg,2,2,2,2,6,7,8,@palettexstudios,"[[0.9927968382835388, 0.9926761388778687, 0.992550253868103], [0.35882386565208435, 0.17472559213638306, 0.11929577589035034], [0.7959103584289551, 0.7847166657447815, 0.7802730202674866], [0.1309242844581604, 0.07907658815383911, 0.07099252939224243], [0.6417321562767029, 0.5480225086212158, 0.4243375360965729]]"
131546485_405603400684888_6909660676906276091_n.jpg,1,3,4,5,5,6,6,@hillparkinc,"[[0.9951357841491699, 0.9952253103256226, 0.9953636527061462], [0.209272563457489, 0.3082367181777954, 0.7088033556938171], [0.24484211206436157, 0.25292134284973145, 0.3219606876373291], [0.6351737976074219, 0.6600416302680969, 0.7578909397125244], [0.17131245136260986, 0.26409220695495605, 0.6323719024658203]]"
131381265_297982404976500_8254560152187334797_n.jpg,1,1,1,1,1,1,1,@dankbehavior,"[[0.9986181855201721, 0.9984575510025024, 0.9983228445053101], [0.3543851375579834, 0.385063111782074, 0.18252956867218018], [0.20352423191070557, 0.22821146249771118, 0.06428426504135132], [0.8073689937591553, 0.7785499691963196, 0.770018994808197], [0.4985685348510742, 0.49559226632118225, 0.3031836748123169]]"
131891095_793722777843255_3639268110323036829_n.jpg,1,3,3,3,3,3,3,@no__persona,"[[0.3043462932109833, 0.30540674924850464, 0.30731216073036194], [0.9916723966598511, 0.9918447732925415, 0.9918808341026306], [0.6468145251274109, 0.6477991342544556, 0.6495029330253601], [0.8406371474266052, 0.8410956859588623, 0.8421685099601746], [0.022557079792022705, 0.022760987281799316, 0.02342545986175537]]"
131889809_3533125176778974_8314231425187969258_n.jpg,1,1,1,4,4,5,5,@another.state,"[[0.9976156949996948, 0.9978432655334473, 0.9979994893074036], [0.2533584535121918, 0.2487163245677948, 0.27071911096572876], [0.5872260332107544, 0.6587433218955994, 0.5532276630401611], [0.3066662847995758, 0.3174973428249359, 0.34164780378341675], [0.08250033855438232, 0.0730581283569336, 0.07852339744567871]]"
131034430_138470908074119_7016317780135130001_n.jpg,2,2,2,2,2,2,2,Kapital,"[[0.9984719157218933, 0.9979998469352722, 0.9970692992210388], [0.8878822922706604, 0.824424147605896, 0.7493406534194946], [0.3600527048110962, 0.3257659673690796, 0.30341076850891113], [0.7646028399467468, 0.7242550849914551, 0.6508029103279114], [0.6592615842819214, 0.4763767421245575, 0.42875778675079346]]"
131463818_474148483578599_4109315669290896299_n.jpg,2,2,2,2,2,4,4,@spiritworldfalling,"[[0.07705819606781006, 0.05272883176803589, 0.057137131690979004], [0.7646639943122864, 0.7484527826309204, 0.7453368902206421], [0.8105656504631042, 0.16404294967651367, 0.4091334044933319], [0.9908664226531982, 0.9909195899963379, 0.9904594421386719], [0.5473641753196716, 0.5342934131622314, 0.5251676440238953]]"
131314551_463528281324851_7373277629834639904_n.jpg,1,3,3,3,3,3,3,"@inferus.us long sleeve 

@inferus.us is giving away one “No Trust” baseball long sleeve before the release of their new collection on the 18th. To win this item, just follow these two easy steps:

- Make sure you are following @inferus.us
- Tag two friends in the comment section of the most recent post and list your size 

INFERUS will be selecting a winner on their story the 17th at 12:00 pm PST. Additionally, the shirt comes with a free Inferus tote. 

Good luck","[[0.9990887641906738, 0.9993605017662048, 0.999642550945282], [0.05015665292739868, 0.05047088861465454, 0.06896430253982544], [0.48875007033348083, 0.5136984586715698, 0.5556270480155945], [0.746120274066925, 0.7747668623924255, 0.8117957711219788], [0.23869353532791138, 0.2587617337703705, 0.30022096633911133]]"
131308360_442712620454022_9009927593050009761_n.jpg,1,3,3,3,3,3,3,@afterfourthirty,"[[0.994518518447876, 0.9945621490478516, 0.9945651888847351], [0.044092655181884766, 0.0441814661026001, 0.04437267780303955], [0.6488564014434814, 0.6491068601608276, 0.6500352025032043], [0.8367372155189514, 0.8372728824615479, 0.8400200009346008], [0.3829641342163086, 0.38316261768341064, 0.3842450976371765]]"
131418621_4406325966049652_979011822595294884_n.jpg,1,1,1,1,1,1,1,@alamort.us,"[[0.9985841512680054, 0.9979040622711182, 0.9971240758895874], [0.402180939912796, 0.37361204624176025, 0.35868626832962036], [0.8423082232475281, 0.7987825870513916, 0.7504080533981323], [0.6344202756881714, 0.5880796909332275, 0.5506527423858643], [0.19397461414337158, 0.17384600639343262, 0.17214548587799072]]"
131889239_3870899122929554_7289693905961956140_n.jpg,2,2,2,2,2,4,4,@offtheradar.clo,"[[0.9990605115890503, 0.9978910684585571, 0.9981887936592102], [0.7924066781997681, 0.0797390341758728, 0.13201594352722168], [0.7386703491210938, 0.5902529954910278, 0.5325723886489868], [0.14337694644927979, 0.05476486682891846, 0.053849756717681885], [0.6665403842926025, 0.05859476327896118, 0.10263407230377197]]"
131339293_452449769108201_2367103047255974573_n.jpg,1,3,3,3,3,3,3,@kyonijr,"[[0.25845038890838623, 0.2604984641075134, 0.28806111216545105], [0.9979285001754761, 0.9975355863571167, 0.998041033744812], [0.37333109974861145, 0.38220757246017456, 0.41623303294181824], [0.17410698533058167, 0.17765256762504578, 0.19596749544143677], [0.6985785365104675, 0.6992591023445129, 0.7152753472328186]]"
131045680_2751358405113670_279148076110806533_n.jpg,1,1,1,1,1,1,1,@comfyoutdoorgarment_official,"[[0.9953923225402832, 0.9958791732788086, 0.9942722320556641], [0.5388830304145813, 0.5370413064956665, 0.3862786293029785], [0.3181115686893463, 0.29540035128593445, 0.20049253106117249], [0.44386187195777893, 0.4406597912311554, 0.3071010410785675], [0.10665124654769897, 0.0928734540939331, 0.04710453748703003]]"
131244941_1104672703298763_8362484073129118450_n.jpg,1,1,1,1,1,1,1,#kapital,"[[0.08949676156044006, 0.07403594255447388, 0.06989020109176636], [0.9979747533798218, 0.9975416660308838, 0.9968087673187256], [0.4917336702346802, 0.4241662621498108, 0.30869269371032715], [0.264323890209198, 0.23220273852348328, 0.19334113597869873], [0.6862757205963135, 0.599417507648468, 0.45620784163475037]]"
131520776_180205990452770_5494116801691662887_n.jpg,2,2,2,2,2,4,4,@fuckurbrand,"[[0.9976595640182495, 0.9975043535232544, 0.9976025819778442], [0.10139274597167969, 0.09838229417800903, 0.10312241315841675], [0.6743583083152771, 0.6742966175079346, 0.6752262711524963], [0.860565721988678, 0.05844724178314209, 0.06309551000595093], [0.168928861618042, 0.15959367156028748, 0.17240247130393982]]"
131041724_3732530693474334_4053537989516159736_n.jpg,2,2,2,2,2,2,2,@siyousen,"[[0.9979017376899719, 0.9972068071365356, 0.9973148703575134], [0.0831945538520813, 0.09972977638244629, 0.1921864151954651], [0.8051334619522095, 0.7186154127120972, 0.532792329788208], [0.08685970306396484, 0.4370383322238922, 0.47423094511032104], [0.5595492124557495, 0.35130205750465393, 0.3148016333580017]]"
131230498_3955514491149637_4812316941861426992_n.jpg,1,3,3,3,3,3,3,@1ostfuture,"[[0.9961380958557129, 0.9962335824966431, 0.9961605072021484], [0.12123224139213562, 0.11900359392166138, 0.12154439091682434], [0.7725056409835815, 0.7721490859985352, 0.7737199664115906], [0.331993043422699, 0.3402295708656311, 0.4060988426208496], [0.04810762405395508, 0.0472564697265625, 0.0476456880569458]]"
131325540_108701444352225_5057619031314283434_n.jpg,1,1,1,4,4,5,5,@paranoia.wrld,"[[0.11720505356788635, 0.13386422395706177, 0.13904568552970886], [0.9974765777587891, 0.998670220375061, 0.9984171390533447], [0.6158121824264526, 0.7337145805358887, 0.7635059952735901], [0.06905990839004517, 0.0693543553352356, 0.06946486234664917], [0.2650171220302582, 0.39608892798423767, 0.4290420413017273]]"
130858390_1307626169570478_2928857205696156455_n.jpg,1,1,1,4,4,5,5,@arifferdous.uk,"[[0.9989089965820312, 0.9991790056228638, 0.9990341663360596], [0.22483038902282715, 0.3804292678833008, 0.31629088521003723], [0.11598911881446838, 0.2534734010696411, 0.19816163182258606], [0.16672950983047485, 0.32013532519340515, 0.25622162222862244], [0.6413397789001465, 0.6907989978790283, 0.6604507565498352]]"
130699299_1075860116194603_6389236626093267362_n.jpg,1,3,3,3,3,3,3,@fuckkyourfit,"[[0.9995980262756348, 0.9992167949676514, 0.9992538094520569], [0.1179702877998352, 0.08492183685302734, 0.05556631088256836], [0.5505836009979248, 0.5497387647628784, 0.5396226048469543], [0.3830187916755676, 0.3871716558933258, 0.3721103370189667], [0.6837306618690491, 0.6740092635154724, 0.6582262516021729]]"
130566954_233212924817106_221069630338248317_n.jpg,1,1,1,1,1,1,1,Yohji Yamamoto AW02,"[[0.8365022540092468, 0.8149482011795044, 0.7484874725341797], [0.1054236888885498, 0.10086995363235474, 0.10755249857902527], [0.3737081289291382, 0.3630073070526123, 0.3408721089363098], [0.9933233261108398, 0.9908369779586792, 0.9829232692718506], [0.6213176250457764, 0.6062831282615662, 0.5663250684738159]]"
130714149_439785930378142_129905191125392859_n.jpg,1,3,3,3,3,3,3,@fuckurbrand Dropping Soon,"[[0.08994528651237488, 0.08783838152885437, 0.10114654898643494], [0.9951411485671997, 0.9949028491973877, 0.9949377179145813], [0.8263713121414185, 0.8262308835983276, 0.8275198936462402], [0.057635486125946045, 0.05707442760467529, 0.061524033546447754], [0.4254148006439209, 0.4243354797363281, 0.431995689868927]]"
130475180_3707526192631535_6960006239931354751_n.jpg,1,1,1,1,1,1,1,Palace x Moschino,"[[0.23318886756896973, 0.202980637550354, 0.18632706999778748], [0.9993729591369629, 0.9993908405303955, 0.9989423751831055], [0.8881134986877441, 0.7820490002632141, 0.6637080907821655], [0.6045714020729065, 0.5414453744888306, 0.4745788276195526], [0.2908115088939667, 0.2611025869846344, 0.24318063259124756]]"
130451313_1284554975244442_8412003442817673486_n.jpg,1,3,3,3,3,3,3,@shineluxurystudios,"[[0.09233811497688293, 0.09219813346862793, 0.09233546257019043], [0.9945676922798157, 0.9945184588432312, 0.9945340156555176], [0.5305408835411072, 0.5283522605895996, 0.5285956859588623], [0.7813576459884644, 0.7800930738449097, 0.7810124158859253], [0.2810726761817932, 0.2793944776058197, 0.2800246477127075]]"
130867725_392085128527922_1531699400548827181_n.jpg,1,3,3,3,3,3,3,@nightmvrket,"[[0.9954622983932495, 0.9953439235687256, 0.9950478076934814], [0.31583815813064575, 0.31720471382141113, 0.34995731711387634], [0.08477234840393066, 0.08980238437652588, 0.12255823612213135], [0.6696851253509521, 0.6396040320396423, 0.6254087090492249], [0.20596176385879517, 0.2099931240081787, 0.24569371342658997]]"
130295226_148065420029704_4852630873980156072_n.jpg,1,3,3,3,3,3,3,@unbornsociety,"[[0.48751574754714966, 0.4780913293361664, 0.475722074508667], [0.015386223793029785, 0.016600757837295532, 0.03165903687477112], [0.9966301918029785, 0.9967330694198608, 0.9967583417892456], [0.7520052790641785, 0.7398530840873718, 0.7334137558937073], [0.2507581114768982, 0.24414421617984772, 0.2470061033964157]]"
130110757_3589013857841696_6905261000447026680_n.jpg,2,2,2,2,2,2,2,@onmyway.official,"[[0.019659996032714844, 0.018741488456726074, 0.01848691701889038], [0.9988099336624146, 0.9987965822219849, 0.9986361265182495], [0.3948128819465637, 0.17388120293617249, 0.1793636977672577], [0.5163283348083496, 0.5162308812141418, 0.5162443518638611], [0.10414069890975952, 0.10192447900772095, 0.10230398178100586]]"
130557363_406443660558048_3471965867235878901_n.jpg,1,3,3,3,3,3,3,@abime_official,"[[0.10499686002731323, 0.10190600156784058, 0.10074609518051147], [0.9952917098999023, 0.9949303269386292, 0.995002269744873], [0.6897806525230408, 0.6764150857925415, 0.6967195272445679], [0.2318924367427826, 0.20839795470237732, 0.2058604657649994], [0.3196125626564026, 0.41824406385421753, 0.522758424282074]]"
129773979_218013559794160_8741954614482639681_n.jpg,1,3,3,3,3,3,3,@antbsoza,"[[0.9963636994361877, 0.9970824718475342, 0.9972258806228638], [0.06073036789894104, 0.06861695647239685, 0.0899425745010376], [0.37533867359161377, 0.37655889987945557, 0.4375094175338745], [0.21168047189712524, 0.19196441769599915, 0.22341859340667725], [0.6045845746994019, 0.6637966632843018, 0.767612874507904]]"
130092478_233210841559231_4223759644955153428_n.jpg,2,2,2,2,2,2,2,@6.wywy.6.planet.6,"[[0.03903853893280029, 0.03179281949996948, 0.0507277250289917], [0.9945998191833496, 0.9950591325759888, 0.9949468970298767], [0.6052106022834778, 0.6036323308944702, 0.5576269030570984], [0.4283258318901062, 0.25166022777557373, 0.22803613543510437], [0.8095290660858154, 0.8793936967849731, 0.8639310002326965]]"
130715782_812929385927198_8747120384688686547_n.jpg,1,1,1,1,1,1,1,@alamort.us,"[[0.99870765209198, 0.9981616139411926, 0.9973700046539307], [0.19525378942489624, 0.17661917209625244, 0.1747572422027588], [0.6422686576843262, 0.5950260162353516, 0.5539763569831848], [0.40746766328811646, 0.37935224175453186, 0.3626112639904022], [0.8464804291725159, 0.8030285835266113, 0.7519060373306274]]"
